Compa,NAICS,Latit,Longi
WORLD FINANCE,CONSUMER LENDING,33.80692,-85.761277
COVINGTON CREDIT CORP,CONSUMER LENDING,34.298962,-86.275999
MID-CITY PAWN,CONSUMER LENDING,34.591477,-86.980671
MVFCU MORTGAGE SVC,CONSUMER LENDING,61.597148,-149.116667
TRICO FINANCIAL SVC,CONSUMER LENDING,32.512296,-86.379005
LOAN MAX TITLE LOANS,CONSUMER LENDING,32.475708,-85.029297
COVINGTON CREDIT CORP,CONSUMER LENDING,31.783206,-85.964757
LENDMARK FINANCIAL SVC,CONSUMER LENDING,34.008947,-85.986021
COVINGTON CREDIT CORP,CONSUMER LENDING,34.837977,-87.639608
TOWER LOAN,CONSUMER LENDING,34.798459,-87.676736
ACCEPTANCE LOAN CO,CONSUMER LENDING,32.368509,-86.128629
WORLD FINANCE,CONSUMER LENDING,30.823377,-88.071244
TITLE MAX,CONSUMER LENDING,30.762667,-88.226395
EASYMONEY CASH CENTERS,CONSUMER LENDING,33.481782,-86.82418
EASYMONEY CASH CENTERS,CONSUMER LENDING,33.592831,-86.696443
COMMERCIAL LOANS,CONSUMER LENDING,32.368422,-86.170611
CREDITCENTRAL,CONSUMER LENDING,30.679498,-88.191464
MONEY MATTERS,CONSUMER LENDING,33.130785,-88.156347
NORTH AMERICAN TITLE LOANS,CONSUMER LENDING,34.759811,-87.685362
TOWER LOAN,CONSUMER LENDING,34.69258,-86.736301
CHECK 'N GO,CONSUMER LENDING,34.740603,-86.594648
QC FINANCIAL SVC,CONSUMER LENDING,34.015987,-86.003471
CHECK INTO CASH,CONSUMER LENDING,33.998135,-86.09417
COMMERCE CREDIT,CONSUMER LENDING,33.185605,-87.52862
TITLE MAX,CONSUMER LENDING,33.2547,-86.814613
CHECK 'N GO,CONSUMER LENDING,34.741619,-87.667297
COMMUNITY LOANS OF AMERICA,CONSUMER LENDING,30.626881,-88.089142
ONEMAIN FINANCIAL,CONSUMER LENDING,34.565905,-87.009899
CHECK INTO CASH,CONSUMER LENDING,34.27816,-86.208923
REGIONAL FINANCE CORP,CONSUMER LENDING,34.001511,-85.997514
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,33.8429,-87.2454
ONEMAIN FINANCIAL,CONSUMER LENDING,34.27837,-86.209518
SECURITY FINANCE,CONSUMER LENDING,34.772023,-86.64599
CREDITCENTRAL,CONSUMER LENDING,32.9361,-85.952
TOWER LOAN,CONSUMER LENDING,31.2275,-85.3939
SECURITY FINANCE,CONSUMER LENDING,31.517003,-87.322323
TITLE MAX,CONSUMER LENDING,31.781584,-85.951996
CHECKMATE CASH ADVANCE,CONSUMER LENDING,33.68511,-85.823562
SECURITY FINANCE,CONSUMER LENDING,34.335288,-86.504812
REPUBLIC FINANCE INC,CONSUMER LENDING,34.437594,-85.759183
EASYMONEY CASH CENTERS,CONSUMER LENDING,34.015987,-86.003471
LENDMARK FINANCIAL SVC,CONSUMER LENDING,33.185605,-87.52862
ALABAMA FARM CREDIT,CONSUMER LENDING,34.763337,-86.860151
ACCEPTANCE LOAN CO,CONSUMER LENDING,33.201149,-87.525146
CREDITCENTRAL,CONSUMER LENDING,33.199905,-87.553
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,33.168161,-87.512225
GREAT AMERICAN LOANS,CONSUMER LENDING,33.185242,-87.525429
MONEY EXPRESS,CONSUMER LENDING,30.675615,-88.183929
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,34.479692,-87.271993
AMERICAPITAL FUNDING CORP,CONSUMER LENDING,34.673329,-86.027319
TOWER LOAN,CONSUMER LENDING,34.710931,-86.595885
CHECKMATE CASH ADVANCE CTR,CONSUMER LENDING,33.613511,-85.828048
ADVANCE AMERICA,CONSUMER LENDING,31.2533,-85.411
ADVANCE AMERICA,CONSUMER LENDING,32.381221,-86.27302
WORLD FINANCE,CONSUMER LENDING,34.771464,-86.587451
ALASKA GROWTH CAPITAL,CONSUMER LENDING,61.185223,-149.888691
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,34.559137,-86.995477
ADVANCE AMERICA,CONSUMER LENDING,30.589921,-88.16748
TOWER LOAN,CONSUMER LENDING,31.8767,-85.1508
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,33.5924,-86.496
CORNERSTONE FINANCE CO,CONSUMER LENDING,32.459459,-86.436633
LIBERTY FINANCE OF DECATUR,CONSUMER LENDING,34.594248,-86.980606
SECURITY FINANCE,CONSUMER LENDING,30.648944,-88.162446
REGIONAL MANAGEMENT CORP,CONSUMER LENDING,31.560227,-87.878481
CHECKSMART,CONSUMER LENDING,33.537292,-112.099159
TOWER LOAN,CONSUMER LENDING,32.460071,-86.474623
CASH 1 LOANS,CONSUMER LENDING,33.479978,-112.082756
CASH & PAWN TINA'S,CONSUMER LENDING,34.666246,-86.040916
SECURITY FINANCE,CONSUMER LENDING,34.659613,-86.018099
NORTH AMERICAN TITLE LOANS,CONSUMER LENDING,34.571359,-86.973108
FREIGHT FUNDING LLC,CONSUMER LENDING,35.810163,-90.688611
ALABAMA DEPARTMENT OF FINANCE,CONSUMER LENDING,32.3759,-86.300461
GLOBAL FINANCE INC,CONSUMER LENDING,34.580833,-87.019353
ALABAMA TITLE LOANS,CONSUMER LENDING,33.656351,-86.811899
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,33.83,-87.2851
FIRST SOUTH FARM CREDIT ACA,CONSUMER LENDING,33.83,-87.2851
LOANMART TITLE LOANS AT PWN1ST,CONSUMER LENDING,33.538441,-112.115296
TITLE BUCKS,CONSUMER LENDING,32.463899,-86.450223
HOUSTON FINANCE CO-INCOME TAX,CONSUMER LENDING,31.209741,-85.400582
TOWER LOAN,CONSUMER LENDING,31.781912,-85.951188
TOWER LOAN,CONSUMER LENDING,33.237122,-87.567417
ALABAMA TITLE LOANS,CONSUMER LENDING,34.183827,-87.611322
TOWER LOAN,CONSUMER LENDING,33.849,-87.2826
EASYMONEY CASH CENTERS,CONSUMER LENDING,32.358976,-86.216746
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,34.772023,-86.64599
DEER VALLEY FINANCE CORP,CONSUMER LENDING,33.984799,-87.922214
J C SHELTON,CONSUMER LENDING,33.797892,-85.76076
GET AUTO TITLE LOANS UNION,CONSUMER LENDING,32.138047,-85.670573
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,30.801146,-88.093733
WORLD FINANCE,CONSUMER LENDING,33.685693,-85.823119
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,33.59973,-85.834815
CREDITCENTRAL,CONSUMER LENDING,34.660793,-86.015582
CHECK INTO CASH,CONSUMER LENDING,34.791515,-86.971071
AUTO NOW FINANCIAL SVC INC,SALES FINANCING,33.508984,-112.116192
REGIONAL MANAGEMENT CORP,CONSUMER LENDING,33.854444,-87.263302
COMMUNITY LOANS OF AMERICA,CONSUMER LENDING,34.832464,-87.629354
GUARANTEED CREDIT APPROVAL,CONSUMER LENDING,34.849695,-87.573682
RAINSVILLE FINANCE CO,CONSUMER LENDING,34.5023,-85.8417
CHECK INTO CASH,CONSUMER LENDING,31.482964,-87.329901
LOCAL FINANCE OF OZARK,CONSUMER LENDING,31.458228,-85.643932
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,31.33367,-85.856972
ONEMAIN FINANCIAL,CONSUMER LENDING,34.6524,-86.0353
CHECK INTO CASH,CONSUMER LENDING,34.746624,-87.671529
FIRST SERVICE BANK,CONSUMER LENDING,35.9026,-92.6683
STATE BANK & TRUST,CONSUMER LENDING,33.966255,-87.911872
ACCEPTANCE LOAN CO,CONSUMER LENDING,31.235571,-85.431116
ADVANCE AMERICA,CONSUMER LENDING,32.327985,-86.233895
EASYMONEY CASH CENTERS,CONSUMER LENDING,33.840533,-87.233646
ACE LOAN CO INC,CONSUMER LENDING,34.267611,-86.207122
CREW LENDING,CONSUMER LENDING,34.713558,-86.587844
FIRST NATIONAL BANK-MCCRORY,CONSUMER LENDING,35.257178,-91.200229
ACE CASH EXPRESS,CONSUMER LENDING,34.787656,-92.2779
ALWAYS MONEY,CONSUMER LENDING,32.383218,-86.264974
CHECK INTO CASH,CONSUMER LENDING,33.168161,-87.512225
ATHENS FINANCE INC,CONSUMER LENDING,34.803984,-86.959793
WESTERN FINANCE SVC,CONSUMER LENDING,34.6276,-86.051076
CHECK INTO CASH,CONSUMER LENDING,30.389576,-87.683863
CHECK INTO CASH,CONSUMER LENDING,31.454,-86.9493
ADVANCE AMERICA,CONSUMER LENDING,31.446303,-85.656081
MOTOR MAX FINANCIAL SVC,CONSUMER LENDING,32.382671,-86.201538
CHECK 'N GO,CONSUMER LENDING,33.71561,-85.856693
EDS FEDERAL STUDENT LOAN,CONSUMER LENDING,32.371698,-86.309701
MOBILE CAR TITLE LOANS,CONSUMER LENDING,30.674198,-88.114984
COMPLETE CASH,CONSUMER LENDING,34.739685,-87.667297
CHECK INTO CASH,CONSUMER LENDING,34.561846,-87.004836
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,34.787816,-86.962442
CHECK 'N GO,CONSUMER LENDING,34.575492,-86.974014
CHECKSMART,CONSUMER LENDING,33.480291,-112.011904
CHECKSMART,CONSUMER LENDING,33.495119,-112.10076
CHECKSMART,CONSUMER LENDING,33.610077,-112.119882
SCORPION EQUITY LLC,CONSUMER LENDING,58.397899,-134.573336
WORLD FINANCE,CONSUMER LENDING,32.459459,-86.436633
CHECK 'N GO,CONSUMER LENDING,34.83925,-87.68474
CHECK 'N GO,CONSUMER LENDING,34.509464,-87.716273
LENDMARK FINANCIAL SVC,CONSUMER LENDING,31.269724,-85.448257
WORLD ACCEPTANCE,CONSUMER LENDING,31.458818,-85.642262
PRIORITY LENDING INC,CONSUMER LENDING,34.757983,-86.596723
AUTOMOTIVE FINANCE CORP,CONSUMER LENDING,33.581201,-86.511801
ALABAMA TITEL LOANS,CONSUMER LENDING,30.590368,-88.169983
NORTH AMERICAN TITLE LOANS,CONSUMER LENDING,30.409441,-87.683312
ADVANCE AMERICA,CONSUMER LENDING,33.721385,-85.817032
NORTH PORT COMMUNITY FINANCE,CONSUMER LENDING,33.237417,-87.554695
ADVANCE TIL PAYDAY,CONSUMER LENDING,60.49,-151.0678
INTERNATIONAL TEACHERS,CONSUMER LENDING,30.692873,-88.124082
ADVANCE AMERICA,CONSUMER LENDING,33.93777,-87.835429
FIRST BANK OF ALABAMA,CONSUMER LENDING,33.373937,-85.394061
CHECK 'N GO,CONSUMER LENDING,33.597851,-85.928505
TITLE MAX,CONSUMER LENDING,33.8453,-87.2548
CHECK INTO CASH,CONSUMER LENDING,30.587153,-88.168126
ALABAMA TITLE LOANS,CONSUMER LENDING,30.637056,-88.140438
I LOANS,CONSUMER LENDING,30.804241,-88.071343
ALWAYS MONEY,CONSUMER LENDING,30.879754,-87.786089
REPUBLIC FINANCE INC,CONSUMER LENDING,33.236433,-87.553439
FATBACK ALASKA LENDER LLC,CONSUMER LENDING,61.214339,-149.888964
SUN LOAN CO,CONSUMER LENDING,34.566519,-87.010897
SUN LOAN CO,CONSUMER LENDING,34.7902,-86.9781
WORLD FINANCE,CONSUMER LENDING,31.231298,-85.431797
EASYMONEY CASH CENTERS,CONSUMER LENDING,31.316161,-85.829468
EASYMONEY CASH CENTERS,CONSUMER LENDING,33.182718,-87.525437
SPEEDY CASH,CONSUMER LENDING,32.356789,-86.216204
ALWAYS MONEY,CONSUMER LENDING,34.438565,-86.94126
REGIONAL FINANCE,CONSUMER LENDING,33.436018,-86.092736
ALABAMA TITLE LOANS,CONSUMER LENDING,33.3155,-86.787
SECURITY FINANCE,CONSUMER LENDING,31.875428,-85.152062
CHECK INTO CASH,CONSUMER LENDING,33.654151,-85.827253
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,34.510268,-87.727419
CHECK INTO CASH,CONSUMER LENDING,34.1806,-85.7612
CHECK INTO CASH,CONSUMER LENDING,33.615448,-85.825388
CREDITCENTRAL,CONSUMER LENDING,34.736504,-86.626622
FARM CREDIT,CONSUMER LENDING,35.143693,-92.722988
CHECK INTO CASH,CONSUMER LENDING,30.676754,-88.117194
ADVANCE AMERICA,CONSUMER LENDING,30.766783,-88.130406
WORLD FINANCE,CONSUMER LENDING,30.669072,-88.226123
ONEMAIN FINANCIAL,CONSUMER LENDING,34.831528,-87.627747
SOUTHEAST FINANCIAL SVC,CONSUMER LENDING,30.662999,-88.237012
CHEAHA BANK,CONSUMER LENDING,33.795251,-85.760559
CHECKSMART,CONSUMER LENDING,33.423481,-112.225774
REGIONAL MANAGEMENT INC,CONSUMER LENDING,34.445582,-86.944395
LOCAL FINANCE & TAX SVC,CONSUMER LENDING,33.6483,-85.8263
ADVANCE AMERICA,CONSUMER LENDING,33.637699,-85.824954
TITLE MAX,CONSUMER LENDING,31.217179,-85.360192
COVINGTON CREDIT CORP,CONSUMER LENDING,31.504209,-87.319101
MORTGAGE GROUP INC,CONSUMER LENDING,33.9051,-86.0255
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,34.74451,-87.673135
REGIONAL FINANCE CORP,CONSUMER LENDING,33.168343,-87.511833
PARKWAY FINANCE,CONSUMER LENDING,33.626274,-86.684983
TITLE BUCKS,CONSUMER LENDING,32.421564,-87.023844
ALABAMA TITLE LOANS,CONSUMER LENDING,30.298551,-87.683597
MONEY MATTERS,CONSUMER LENDING,34.13626,-87.989596
TITLE MAX,CONSUMER LENDING,34.441554,-86.942302
SOUTHLAND,CONSUMER LENDING,33.241285,-87.587605
REGIONAL FINANCE,CONSUMER LENDING,33.661638,-85.827298
CHECK 'N GO,CONSUMER LENDING,34.698567,-86.740277
WORLD FINANCE,CONSUMER LENDING,34.672397,-86.022863
ADVANCE AMERICA,CONSUMER LENDING,32.47086,-85.092995
FIRST ALABAMA LOANS,CONSUMER LENDING,34.593287,-86.980629
ALACOM FINANCE,CONSUMER LENDING,33.467548,-86.830414
ACE CASH EXPRESS,CONSUMER LENDING,33.451765,-112.1341
ONEMAIN FINANCIAL,CONSUMER LENDING,33.508194,-112.236108
ACE CASH EXPRESS,CONSUMER LENDING,33.626057,-112.012904
SECURITY FINANCE,CONSUMER LENDING,31.783994,-85.957512
TITLE MAX,CONSUMER LENDING,33.396277,-86.969893
LOCAL FINANCE,CONSUMER LENDING,31.245246,-85.421214
LOCAL FINANCE,CONSUMER LENDING,32.460646,-86.426832
CHECK 'N GO,CONSUMER LENDING,30.702473,-88.116284
ALABAMA TITLE LOANS,CONSUMER LENDING,31.049935,-85.899484
CALHOUN FINANCE INC,CONSUMER LENDING,33.658034,-85.829436
ACE CASH EXPRESS,CONSUMER LENDING,33.571564,-112.05984
ALABAMA AG CREDIT,CONSUMER LENDING,30.6039,-87.9023
CASH SPOT,CONSUMER LENDING,33.241478,-87.585305
PRESTO AUTO TITLE LOANS,CONSUMER LENDING,33.494838,-112.115936
WORLD OMNI FINANCIAL CORP,CONSUMER LENDING,30.664275,-88.187453
ADVANCE AMERICA,CONSUMER LENDING,34.566072,-87.010611
TITLE CASH OF NEW MEXICO INC,CONSUMER LENDING,34.7263,-86.5725
ACCEPTANCE LOAN CO HOME OFFICE,CONSUMER LENDING,30.704626,-88.126717
WESTERN FINANCE SVC,CONSUMER LENDING,34.496342,-87.725351
SECURITY FINANCE,CONSUMER LENDING,34.573749,-87.011619
CHECK 'N GO,CONSUMER LENDING,30.673891,-88.228102
SECURITY FINANCE,CONSUMER LENDING,33.845087,-87.253682
MONEY MATTERS,CONSUMER LENDING,33.381017,-88.020574
ACCEPTANCE LOAN COMPAPNY INC,CONSUMER LENDING,31.529111,-87.892724
FIRST SOUTH FARM CREDIT ACA AS,CONSUMER LENDING,30.882663,-87.788048
ADVANCE AMERICA,CONSUMER LENDING,30.729181,-88.172991
KEY LOANS,CONSUMER LENDING,30.699544,-88.108852
ONEMAIN FINANCIAL,CONSUMER LENDING,33.168161,-87.512225
ENTERPRISE FINANCIAL SOLUTIONS,CONSUMER LENDING,34.744045,-92.275662
AT LOAN FUND AUTHORITY,CONSUMER LENDING,32.369661,-86.306395
ALABAMA AG CREDIT MONTGOMERY,CONSUMER LENDING,32.365195,-86.16869
TITLE MAX,CONSUMER LENDING,34.757107,-87.667145
CASH MONSTER INC,CONSUMER LENDING,33.561929,-86.522224
CREDITCENTRAL,CONSUMER LENDING,33.958254,-86.463536
WORLD FINANCE,CONSUMER LENDING,34.498703,-85.85432
TOWER LOAN,CONSUMER LENDING,34.566903,-87.017024
ADVANCE AMERICA,CONSUMER LENDING,34.831256,-87.628607
NORTH AMERICAN TITLE LOANS,CONSUMER LENDING,34.830955,-87.629027
QUAD CITIES FINANCIAL INC,CONSUMER LENDING,34.831209,-87.628344
COVINGTON CREDIT CORP,CONSUMER LENDING,34.565231,-87.012527
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,33.359545,-86.999878
TITLE MAX,CONSUMER LENDING,32.629777,-85.437093
QUIC!OANS,CONSUMER LENDING,30.6304,-88.158
QUIC!OANS,CONSUMER LENDING,30.676754,-88.117194
C & J FINANCE,CONSUMER LENDING,30.657783,-88.149343
MANN LEVERAGED LENDER LLC,CONSUMER LENDING,34.745867,-92.270917
ONEMAIN FINANCIAL,CONSUMER LENDING,34.784243,-86.946481
CREDITCENTRAL,CONSUMER LENDING,32.823103,-86.617479
CREDITCENTRAL,CONSUMER LENDING,33.504,-86.3161
CLANTON FINANCIAL SVC INC,CONSUMER LENDING,32.835375,-86.62897
EMERGI-CASH,CONSUMER LENDING,32.463418,-85.024116
ACE CASH EXPRESS,CONSUMER LENDING,34.6737,-92.3464
NORTH AMERICAN TITLE LOANS,CONSUMER LENDING,34.735781,-86.615513
TITLE MAX,CONSUMER LENDING,34.708364,-86.590425
WORLD ACCEPTANCE,CONSUMER LENDING,30.604349,-88.1651
STATE LOAN & FINANCE CORP,CONSUMER LENDING,32.495717,-85.041127
TITLE MAX,CONSUMER LENDING,32.327712,-86.258395
WORLD FINANCE,CONSUMER LENDING,33.61542,-85.815254
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,32.431606,-87.028301
KIC DEVELOPMENT LLC,CONSUMER LENDING,61.173976,-149.860218
CHECK INTO CASH,CONSUMER LENDING,34.13626,-87.989596
ADVANCE AMERICA,CONSUMER LENDING,31.179849,-85.401038
SECURITY FINANCE,CONSUMER LENDING,34.796217,-86.973353
SECURITY FINANCE,CONSUMER LENDING,34.814712,-87.664322
ADVANCE AMERICA,CONSUMER LENDING,30.639757,-88.189677
ALWAYS MONEY,CONSUMER LENDING,30.539299,-87.708378
FUNDING IT NOW LLC,CONSUMER LENDING,61.195567,-149.907184
WORLD FINANCE,CONSUMER LENDING,32.432498,-87.023909
ADVANCE AMERICA,CONSUMER LENDING,33.451797,-86.984401
GREAT AMERICAN LOANS,CONSUMER LENDING,32.327751,-86.264517
EASYMONEY CASH CENTERS,CONSUMER LENDING,30.592739,-88.168353
ADVANCE AMERICA,CONSUMER LENDING,34.816568,-86.48903
ADVANCE AMERICA,CONSUMER LENDING,32.518869,-86.210802
EASYMONEY CASH CENTERS,CONSUMER LENDING,34.738974,-86.601988
CASH TIME LOAN CTR,CONSUMER LENDING,33.509879,-112.105815
ALPHA DIVERSIFIED LLC,CONSUMER LENDING,58.363942,-134.578579
WESTERN FINANCE SVC,CONSUMER LENDING,33.8487,-87.2812
SPEEDY CASH,CONSUMER LENDING,33.552756,-112.09892
TITLE LOAN EXPRESS,CONSUMER LENDING,33.241478,-87.585305
SECURITY FINANCE,CONSUMER LENDING,32.4754,-85.0404
ACE CASH EXPRESS,CONSUMER LENDING,33.6334,-112.0952
CASH 1 LOANS,CONSUMER LENDING,33.391714,-111.978655
CASH COW,CONSUMER LENDING,30.289541,-87.685065
BESSEMER FINANCE CO,CONSUMER LENDING,33.40194,-86.953628
REPUBLIC FINANCE INC,CONSUMER LENDING,33.651939,-86.823074
CHECK INTO CASH,CONSUMER LENDING,31.849633,-86.644043
COSMI FINANCE LLC,CONSUMER LENDING,34.654381,-86.757825
USA LOANS,CONSUMER LENDING,34.69469,-92.345689
REPUBLIC FINANCE INC,CONSUMER LENDING,34.742746,-86.67491
CHECKSMART,CONSUMER LENDING,33.552759,-112.133837
ONEMAIN FINANCIAL,CONSUMER LENDING,33.639912,-112.069113
REPUBLIC FINANCE INC,CONSUMER LENDING,34.830163,-87.631781
ONEMAIN FINANCIAL,CONSUMER LENDING,32.610246,-85.444057
CREDITCENTRAL,CONSUMER LENDING,32.434852,-87.023538
ALABAMA TITLE LOANS,CONSUMER LENDING,32.41549,-87.024501
FARM CREDIT SVC,CONSUMER LENDING,35.140083,-93.921562
WESTERN LOAN SVC,CONSUMER LENDING,33.487938,-86.787819
ONEMAIN FINANCIAL,CONSUMER LENDING,32.354794,-86.243649
WORLD FINANCE,CONSUMER LENDING,31.849633,-86.644043
REGIONAL MANAGEMENT,CONSUMER LENDING,32.485399,-86.409486
CHECK INTO CASH,CONSUMER LENDING,31.5156,-87.3215
EASYMONEY CASH CENTERS,CONSUMER LENDING,33.237546,-87.573935
VALLEY LOAN CO INC,CONSUMER LENDING,34.577057,-86.976968
FIRST SOUTHERN FINANCIAL,CONSUMER LENDING,34.79,-86.9782
COVINGTON CREDIT CORP,CONSUMER LENDING,30.440073,-87.683517
GREAT AMERICAN LOANS,CONSUMER LENDING,32.502983,-87.825951
CREDITCENTRAL,CONSUMER LENDING,31.324317,-85.828364
HARRISON FINANCE CO,CONSUMER LENDING,32.3988,-86.21
TITLE CASH,CONSUMER LENDING,33.435671,-86.092462
REBUILD YOUR CREDIT,CONSUMER LENDING,33.600308,-86.805119
TITLE CASH LEEDS,CONSUMER LENDING,33.548019,-86.552261
SECURITY FINANCE,CONSUMER LENDING,31.529921,-87.891681
IBERIA BANK,CONSUMER LENDING,34.769557,-92.338843
TITLE MAX,CONSUMER LENDING,34.327677,-86.503839
TRITON MANAGEMENT GROUP,CONSUMER LENDING,32.345248,-86.176043
US TITLE PAWN,CONSUMER LENDING,32.326299,-86.271873
REGIONAL FINANCE CORP,CONSUMER LENDING,33.239987,-86.817786
APPROVED CASH,CONSUMER LENDING,30.398652,-87.683807
QUICK CREDIT CORP,CONSUMER LENDING,34.7873,-86.9606
POWER FUNDING,CONSUMER LENDING,34.666042,-86.7811
CASHMASTER,CONSUMER LENDING,34.493604,-87.726554
TOWER LOAN,CONSUMER LENDING,32.381368,-86.179415
CREDITCENTRAL,CONSUMER LENDING,32.637776,-85.413111
SECURITY FINANCE,CONSUMER LENDING,32.656729,-85.373759
FIRST SOUTH FARM CREDIT ACA AS,CONSUMER LENDING,32.645,-85.3737
CHECK INTO CASH,CONSUMER LENDING,32.384692,-86.253485
COVINGTON CREDIT CORP,CONSUMER LENDING,31.87033,-85.15684
CREDITCENTRAL,CONSUMER LENDING,31.8755,-85.1519
EDS FEDERAL STUDENT LOAN,CONSUMER LENDING,32.369942,-86.131798
RESOLUTION EQUITY PARTNERS,CONSUMER LENDING,35.383892,-94.419134
COVINGTON CREDIT CORP,CONSUMER LENDING,34.02236,-86.020674
SPEEDY CASH,CONSUMER LENDING,34.735443,-86.632722
IFINANCE,CONSUMER LENDING,34.695906,-92.344898
CREDITCENTRAL,CONSUMER LENDING,33.655609,-85.825943
TOWER LOAN,CONSUMER LENDING,34.266624,-86.211527
ADVANCE AMERICA,CONSUMER LENDING,32.384433,-86.183455
LOCAL CASH ADVANCE OF PIEDMONT,CONSUMER LENDING,33.925502,-85.611066
ALABAMA TITLE LOANS,CONSUMER LENDING,33.61473,-85.816119
ADVANCE AMERICA,CONSUMER LENDING,34.755003,-87.667198
CREDITCENTRAL,CONSUMER LENDING,34.7523,-87.6351
TELCOE FEDERAL CREDIT UNION,CONSUMER LENDING,34.75202,-92.341761
ALWAYS MONEY,CONSUMER LENDING,33.179352,-86.610903
CASH 1 LOANS,CONSUMER LENDING,33.553428,-112.150945
MIDSTATES LENDING LLC,CONSUMER LENDING,33.501482,-86.788121
CAPSTONE FINANCE,CONSUMER LENDING,32.384221,-86.263755
CEMERLANG FINANCIAL SVC LLC,CONSUMER LENDING,58.3492,-134.5234
ADVANCE AMERICA,CONSUMER LENDING,31.923883,-87.738884
ONEMAIN FINANCIAL,CONSUMER LENDING,31.915798,-87.736348
GREATER MOBILE DEVMNT CORP,CONSUMER LENDING,30.66744,-88.132637
SPEEDY CASH,CONSUMER LENDING,32.369334,-86.271406
CASH 2 GO,CONSUMER LENDING,33.998597,-85.968743
CHECKSMART,CONSUMER LENDING,33.64004,-112.010021
PAWN1ST,CONSUMER LENDING,33.465642,-112.029567
RICE BANKING CO,CONSUMER LENDING,32.433136,-87.024809
OPELIKA FINANCE,CONSUMER LENDING,32.638603,-85.397377
ALWAYS MONEY,CONSUMER LENDING,30.765254,-88.128445
ADVANCE AMERICA,CONSUMER LENDING,33.8429,-87.2454
FIRST STATE LOANS,CONSUMER LENDING,34.795682,-86.972207
REGIONAL FINANCE CORP,CONSUMER LENDING,34.196822,-86.854784
CHECK 'N GO,CONSUMER LENDING,34.282236,-86.219956
ONEMAIN FINANCIAL,CONSUMER LENDING,32.433343,-87.010467
ONEMAIN FINANCIAL,CONSUMER LENDING,30.681319,-88.073131
ONEMAIN FINANCIAL,CONSUMER LENDING,30.589921,-88.16748
BAYSTONE FINANCIAL GROUP,CONSUMER LENDING,33.514011,-112.073051
TMX FINANCE,CONSUMER LENDING,33.585839,-86.769499
SECURITY FINANCE,CONSUMER LENDING,34.496342,-87.725351
BAY SHORE FINANCE INC,CONSUMER LENDING,30.655274,-88.124751
CHECK INTO CASH,CONSUMER LENDING,33.8445,-87.2528
1ST COMMUNITY CREDIT CORP,CONSUMER LENDING,34.691597,-86.573141
CAPSTONE FINANCE,CONSUMER LENDING,34.744644,-87.669975
LOAN MAX TITLE LOANS,CONSUMER LENDING,34.021238,-86.021563
ADVANCE AMERICA,CONSUMER LENDING,34.022813,-86.044208
SECURITY FINANCE,CONSUMER LENDING,34.002866,-85.996379
PIONEER CREDIT,CONSUMER LENDING,34.4329,-85.7344
GUARANTEE AUTO CREDIT,CONSUMER LENDING,34.241792,-86.16994
WORLD FINANCE,CONSUMER LENDING,33.142572,-85.35482
TITLE PAWN LENDERS INC,CONSUMER LENDING,32.343511,-86.221923
SECURITY FINANCE,CONSUMER LENDING,32.368311,-86.128631
ADVANCE TIL PAYDAY,CONSUMER LENDING,64.834,-147.7166
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,32.635644,-85.424146
ALABAMA TITLE LOANS,CONSUMER LENDING,30.709972,-88.125977
ARKANSAS CAPITAL CORP,CONSUMER LENDING,34.745789,-92.266198
ADVANCE AMERICA,CONSUMER LENDING,31.849983,-86.638263
AGHERITAGE FARM CREDIT SVC,CONSUMER LENDING,34.745539,-92.269919
REPUBLIC FINANCE INC,CONSUMER LENDING,33.21332,-86.82753
ALABAMA CENTRAL CREDIT UNION,CONSUMER LENDING,34.621266,-87.052531
REGIONAL FINANCE CORP,CONSUMER LENDING,34.652516,-86.035368
HAINES FINANCE OFFICE,CONSUMER LENDING,59.2301,-135.4431
HAINES FINANCE OFFICE CITY,CONSUMER LENDING,59.2301,-135.4431
COVINGTON CREDIT CORP,CONSUMER LENDING,33.401589,-86.965496
CHECK INTO CASH,CONSUMER LENDING,30.681319,-88.073131
ADVANCE AMERICA,CONSUMER LENDING,33.168616,-87.518131
CHECK 'N GO,CONSUMER LENDING,34.629511,-86.566357
ONEMAIN FINANCIAL,CONSUMER LENDING,32.460208,-86.405687
COMMUNITY LOANS OF AMERICA,CONSUMER LENDING,30.719524,-88.084023
ADVANCE AMERICA,CONSUMER LENDING,32.870717,-85.187211
CHECK INTO CASH,CONSUMER LENDING,34.197762,-86.150322
