Compa,NAICS,Latit,Longi
CAROLINA TITLE LOANS INC,CONSUMER LENDING,34.2816,-81.6169
BANKFIVE LENDING OFFICE,CONSUMER LENDING,41.7726,-71.4659
G & W FINANCE & TAX SVC,CONSUMER LENDING,33.3374,-80.422
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,33.98811,-81.244904
BLISS HOME FUNDING CORP,CONSUMER LENDING,40.669197,-73.529503
OMEGA FINANCIAL CORP,CONSUMER LENDING,41.760105,-71.457909
MONEY EXPRESS,CONSUMER LENDING,18.4069,-66.1615
TITLE MAX,CONSUMER LENDING,37.480174,-77.507943
TITLE MAX,CONSUMER LENDING,37.570232,-77.400195
ALCOVA MORTGAGE,CONSUMER LENDING,38.135012,-78.187118
ONEMAIN FINANCIAL,CONSUMER LENDING,37.442562,-77.578934
ALLIED CASH ADVANCE,CONSUMER LENDING,37.537408,-77.520458
LENDING A HELPING HAND GROUP,CONSUMER LENDING,37.542025,-77.445569
CARLOANASAP.COM,CONSUMER LENDING,40.606189,-73.655112
UNION CAPITAL FUNDING,CONSUMER LENDING,40.66647,-73.942309
CASH 2U PAYDAY & TITLE LOANS,CONSUMER LENDING,37.56589,-77.443802
CREDEO FINANCE INC,CONSUMER LENDING,38.814214,-77.04215
FIRST BANK-TRUST LOAN PRDCTN,CONSUMER LENDING,39.171962,-78.185349
POSILLCO REAL ESTATE,CONSUMER LENDING,40.750937,-73.573407
ONEMAIN FINANCIAL,CONSUMER LENDING,39.16338,-78.173321
TIDEWATER BUSINESS FINANCING,CONSUMER LENDING,36.76203,-76.257065
ASSISTIVE TECHNOLOGY LOAN FUND,CONSUMER LENDING,37.602942,-77.546578
CHECK INTO CASH,CONSUMER LENDING,36.346832,-88.878166
TIDEWATER BUSINESS FINANCE CRP,CONSUMER LENDING,36.76203,-76.257065
WORLD FINANCE,CONSUMER LENDING,35.345135,-89.906201
CHECK CITY,CONSUMER LENDING,37.50293,-77.473167
ACE CASH EXPRESS,CONSUMER LENDING,35.027344,-90.0815
ALLIED CASH ADVANCE,CONSUMER LENDING,37.547049,-77.363545
FAST AUTO LOANS,CONSUMER LENDING,37.586498,-77.498313
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.52107,-77.352063
AUTOMOTIVE SERVICES FINANCE,CONSUMER LENDING,36.815725,-76.064748
TITLE BUCKS,CONSUMER LENDING,35.107964,-89.935964
WORLD FINANCE,CONSUMER LENDING,35.590744,-89.24065
CASH EXPRESS USA LLC,CONSUMER LENDING,35.205341,-89.765658
WORLD FINANCE,CONSUMER LENDING,35.13669,-90.01376
CATALYST/CAMBRIDGE HEALTHCARE,CONSUMER LENDING,37.651104,-77.620095
BRIDGE CAPITAL THRIFT & LOAN,CONSUMER LENDING,35.105768,-89.865573
TITLE MAX,CONSUMER LENDING,35.170497,-89.866263
CENTRAL LOAN & FINANCE CO,CONSUMER LENDING,35.106026,-89.892975
ADVANCE FINANCIAL,CONSUMER LENDING,35.997418,-83.924398
COVINGTON CREDIT CORP,CONSUMER LENDING,36.411449,-89.078248
LENDMARK FINANCIAL SVC,CONSUMER LENDING,36.005098,-83.984894
MONEY MART,CONSUMER LENDING,35.073822,-89.865772
CREDITCENTRAL,CONSUMER LENDING,35.869033,-83.752942
AAA CASH FAST,CONSUMER LENDING,35.049435,-89.855263
CHECK CITY,CONSUMER LENDING,37.561696,-77.469225
FAST AUTO LOANS,CONSUMER LENDING,37.545161,-77.369038
SOUTHERN MANAGEMENT CORP,CONSUMER LENDING,36.411449,-89.078248
ADVANCE AMERICA,CONSUMER LENDING,35.149212,-89.91748
LOAN MAX TITLE LOANS,CONSUMER LENDING,36.714583,-76.238942
REPUBLIC FINANCE,CONSUMER LENDING,36.1098,-83.9405
HEIGHTS FINANCE CORP,CONSUMER LENDING,35.943832,-85.034698
ACE CASH EXPRESS,CONSUMER LENDING,35.049322,-89.84143
TITLE MAX,CONSUMER LENDING,35.000734,-90.025934
COMMUNITY LOANS OF AMERICA,CONSUMER LENDING,36.045295,-89.408496
CHECK 'N GO,CONSUMER LENDING,35.147084,-90.014382
ADVANCE FINANCIAL,CONSUMER LENDING,36.206026,-83.323906
DRIVETODAY AUTO LENDING,CONSUMER LENDING,35.200796,-89.352827
ONEMAIN FINANCIAL,CONSUMER LENDING,35.133907,-89.965553
MARINER FINANCE,CONSUMER LENDING,37.503158,-77.640761
FAST AUTO & PAYDAY LOANS,CONSUMER LENDING,36.800521,-76.231089
NEIGHBORHOOD,CONSUMER LENDING,35.02699,-90.024708
FIRST VIRGINIA,CONSUMER LENDING,36.862866,-76.404141
ACE CASH EXPRESS,CONSUMER LENDING,35.075198,-89.927733
REPUBLIC FINANCE INC,CONSUMER LENDING,35.211052,-89.840194
E Z CASH,CONSUMER LENDING,35.021042,-89.936134
CHESTERFIELD FINANCE CO,CONSUMER LENDING,35.978302,-83.910667
ADVANCE AMERICA,CONSUMER LENDING,35.063534,-89.907677
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.574501,-77.485355
TITLE MAX,CONSUMER LENDING,36.063027,-83.925145
ACE CASH EXPRESS,CONSUMER LENDING,35.054024,-90.001404
HURST INSURANCE & FNCL SVC,CONSUMER LENDING,36.872647,-76.281853
FARM CREDIT MID-AMERICA ACA,CONSUMER LENDING,35.755919,-84.047825
FAST AUTO LOANS,CONSUMER LENDING,37.631359,-77.53857
ADVANCE FINANCIAL,CONSUMER LENDING,35.897799,-84.131199
FIRST PEOPLES BANK OF TN,CONSUMER LENDING,36.176155,-83.396131
ADVANCE FINANCIAL,CONSUMER LENDING,36.006721,-84.258864
ENG LENDING,CONSUMER LENDING,35.8149,-83.584
CHECK INTO CASH,CONSUMER LENDING,36.207323,-83.319441
ADVANCE AMERICA,CONSUMER LENDING,36.206173,-83.321457
SECURITY FINANCE,CONSUMER LENDING,35.992111,-83.921791
ONEMAIN FINANCIAL,CONSUMER LENDING,35.907658,-83.846954
CHECK INTO CASH,CONSUMER LENDING,35.152131,-89.890347
CASH IN A FLASH CHECK ADVANCE,CONSUMER LENDING,35.221561,-89.927452
US AGRICULTURE FUNDING,CONSUMER LENDING,35.544097,-89.662257
TITLE MAX,CONSUMER LENDING,37.523266,-77.353653
ADVANCE AMERICA,CONSUMER LENDING,35.219118,-89.911402
WORLD FINANCE,CONSUMER LENDING,36.217877,-83.275807
HEIGHTS FINANCE CORP,CONSUMER LENDING,35.5387,-89.667331
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.523196,-75.83241
CAPITAL PLUS EQUITY LLC,CONSUMER LENDING,35.910103,-84.136105
CREDITCENTRAL,CONSUMER LENDING,36.056012,-89.376558
ACE CASH EXPRESS,CONSUMER LENDING,35.222366,-89.976875
ADVANCE FINANCIAL,CONSUMER LENDING,35.8603,-83.506
MARINER FINANCE,CONSUMER LENDING,36.027276,-83.926565
COVINGTON CREDIT CORP,CONSUMER LENDING,36.145654,-82.416636
CASH N DASH,CONSUMER LENDING,35.574068,-89.644017
TITLE MAX,CONSUMER LENDING,36.552304,-82.529008
CASH QUICK,CONSUMER LENDING,35.206737,-89.73401
SUN CREDIT,CONSUMER LENDING,36.581909,-82.187317
TITLE CASH,CONSUMER LENDING,35.18318,-89.87152
HEWICK FINANCIAL,CONSUMER LENDING,37.652,-76.6124
FIRST VIRGINIA,CONSUMER LENDING,36.842639,-76.052946
ACE CASH EXPRESS,CONSUMER LENDING,35.183159,-89.871524
FIRST VIRGINIA,CONSUMER LENDING,36.798134,-76.175095
CHECK INTO CASH,CONSUMER LENDING,36.069598,-83.926974
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,36.388894,-84.109177
REPUBLIC FINANCE INC,CONSUMER LENDING,36.056012,-89.376558
HOME FEDERAL BANK OF TENNESSEE,CONSUMER LENDING,35.922978,-84.050353
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,35.876335,-83.573082
CHECK INTO CASH,CONSUMER LENDING,36.006568,-84.253422
ADVANCE AMERICA,CONSUMER LENDING,36.02602,-84.239511
FIRST AMERICAN CASH ADVANCE,CONSUMER LENDING,35.881222,-84.656906
ACE CASH EXPRESS,CONSUMER LENDING,35.142384,-90.00618
WESTVIEW FINANCIAL SVC,CONSUMER LENDING,36.792284,-76.237837
ONEMAIN FINANCIAL,CONSUMER LENDING,36.334647,-84.176908
FIRST AMERICAN CASH ADVANCE,CONSUMER LENDING,35.590286,-84.474846
ACE CASH EXPRESS,CONSUMER LENDING,37.5003,-77.4666
ACE CASH EXPRESS,CONSUMER LENDING,35.094575,-90.057503
LOANCARE LLC,CONSUMER LENDING,36.833828,-76.098001
CASH 2U PAYDAY & TITLE LOANS,CONSUMER LENDING,37.574473,-77.484256
ACE CASH EXPRESS,CONSUMER LENDING,35.093069,-89.930552
WORLD FINANCE,CONSUMER LENDING,36.024048,-83.925713
INVESTING DAILY,CONSUMER LENDING,38.907834,-77.20789
CHECK INTO CASH,CONSUMER LENDING,35.09837,-89.931618
ADVANCE TO PAYDAY,CONSUMER LENDING,35.925158,-84.093959
EASYMONEY CASH CENTERS,CONSUMER LENDING,35.931973,-84.022447
ELC,CONSUMER LENDING,37.943504,-75.539635
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,35.974189,-83.213146
FAST CASH PLUS,CONSUMER LENDING,36.006634,-84.01578
EASYMONEY CASH CENTERS,CONSUMER LENDING,35.866264,-83.553431
EASYMONEY CASH CENTERS,CONSUMER LENDING,35.933906,-83.905058
SECURITY FINANCE,CONSUMER LENDING,36.439816,-83.608109
EASYMONEY CASH CENTERS,CONSUMER LENDING,36.00465,-83.981622
FINANCIAL GROUP INC,CONSUMER LENDING,35.93172,-83.583759
CASH NOW ADVANCE,CONSUMER LENDING,36.301808,-82.378663
CASH 1,CONSUMER LENDING,36.450743,-83.569362
ACE CASH EXPRESS,CONSUMER LENDING,35.021353,-90.019489
CHECK INTO CASH,CONSUMER LENDING,35.038055,-90.025757
SECURITY FINANCE,CONSUMER LENDING,35.763338,-89.541951
QUICK CREDIT CORP,CONSUMER LENDING,36.003361,-83.867584
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,35.22604,-88.215347
ACE CASH EXPRESS,CONSUMER LENDING,36.819992,-76.222337
ONEMAIN FINANCIAL,CONSUMER LENDING,36.812943,-76.169365
COMMUNITY LOANS OF AMERICA,CONSUMER LENDING,35.186058,-89.929793
WASENA FUNDING LLC,CONSUMER LENDING,37.631866,-77.511864
CREDITCENTRAL,CONSUMER LENDING,36.148855,-85.518313
FIRST CITIZENS NATIONAL BANK,CONSUMER LENDING,36.338718,-89.162272
WORLD FINANCE,CONSUMER LENDING,35.555208,-89.655148
CREDITCENTRAL,CONSUMER LENDING,36.316567,-82.368917
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,36.216784,-83.279474
CAPITALPLUS CONSTRUCTION SVC,CONSUMER LENDING,35.954908,-84.164554
HOMEBRIDGE FINANCIAL SVC INC,CONSUMER LENDING,35.9626,-83.9167
AUTO CASH TITLE LOANS LLC,SALES FINANCING,37.50248,-77.522576
FIRST VIRGINIA,CONSUMER LENDING,36.958359,-76.602257
CALTON & ASSOC,CONSUMER LENDING,35.286408,-89.670291
CREDITCENTRAL,CONSUMER LENDING,35.825392,-88.907733
REPUBLIC FINANCE INC,CONSUMER LENDING,35.671144,-88.832664
ACE CASH EXPRESS,CONSUMER LENDING,35.051123,-89.815247
WESTERN FINANCE SVC,CONSUMER LENDING,35.978355,-83.910538
ONEMAIN FINANCIAL,CONSUMER LENDING,36.767767,-76.015408
FIRST VIRGINIA,CONSUMER LENDING,37.641406,-77.51454
TITLE MAX,CONSUMER LENDING,36.7428,-76.583943
NVR HOMES,CONSUMER LENDING,37.4523,-77.4735
COVINGTON CREDIT CORP,CONSUMER LENDING,36.060396,-89.39543
FARM CREDIT MID-AMERICA ACA,CONSUMER LENDING,35.74391,-89.554033
BAY SHORE FINANCE,CONSUMER LENDING,36.796272,-76.001114
AMERICAN CASH ADVANCE-TITLE,CONSUMER LENDING,35.921344,-83.87204
EZ CASH,CONSUMER LENDING,35.051609,-89.909447
FUNDING UNITS INC,CONSUMER LENDING,36.797353,-76.152296
FIRST VIRGINIA,CONSUMER LENDING,36.854664,-76.177131
FINANCE MANAGEMENT,CONSUMER LENDING,36.7537,-76.3385
LOAN FACTORY2,CONSUMER LENDING,35.074372,-89.884973
AMERICAN CASH ADVANCE,CONSUMER LENDING,35.162273,-89.856844
CHECK INTO CASH,CONSUMER LENDING,36.800521,-76.179354
VOLUNTEER LENDING,CONSUMER LENDING,35.978209,-83.910517
CHECK INTO CASH,CONSUMER LENDING,36.819169,-76.122296
ADVANCE AMERICA,CONSUMER LENDING,35.972954,-83.985813
PAYDAY ADVANCE,CONSUMER LENDING,36.031351,-83.930737
ALLIED CASH ADVANCE,CONSUMER LENDING,37.469988,-77.48224
E Z LOANS,CONSUMER LENDING,37.943504,-75.539635
CITIZENS SAVINGS & LOAN,CONSUMER LENDING,35.923627,-84.050095
ONEMAIN FINANCIAL,CONSUMER LENDING,36.761331,-76.251164
BEACON FINANCE,CONSUMER LENDING,36.469606,-81.804395
QUICK CASH,CONSUMER LENDING,35.7399,-89.53878
ONEMAIN FINANCIAL,CONSUMER LENDING,36.845818,-76.425546
AUTO FINANCE CTR,CONSUMER LENDING,36.412952,-89.076293
TITLE MAX,CONSUMER LENDING,36.353166,-82.382086
TITLE MAX,CONSUMER LENDING,36.305516,-82.340479
SECURITY FINANCE,CONSUMER LENDING,35.225811,-88.228427
FINANCE DEPARTMENT,CONSUMER LENDING,36.8391,-76.3346
COLONIAL FARM CREDIT ACA,CONSUMER LENDING,36.68924,-76.23312
AUTO FINANCE CO LLC,CONSUMER LENDING,36.800453,-76.229805
ARGENT EQUITY PARTNERS INC,CONSUMER LENDING,36.849545,-75.97937
BB & T EQUIPMENT FINANCE CORP,CONSUMER LENDING,37.604376,-77.643878
A-1-A,CONSUMER LENDING,36.7602,-76.2389
EMG ACQUISITION GROUP INC,CONSUMER LENDING,36.83482,-76.125159
FIRST-SUN FINANCE,CONSUMER LENDING,36.005293,-83.927069
CAPSTONE FINANCE,CONSUMER LENDING,35.990766,-83.919914
CASH CO,CONSUMER LENDING,35.978807,-84.116414
ONEMAIN FINANCIAL,CONSUMER LENDING,36.826014,-76.420443
VOLS EQUITYS LLC,CONSUMER LENDING,35.953193,-83.944448
FAST AUTO & PAYDAY LOANS,CONSUMER LENDING,36.814548,-76.101545
ACE CASH EXPRESS,CONSUMER LENDING,35.341027,-89.897083
COVINGTON CREDIT CORP,CONSUMER LENDING,36.446351,-83.586781
ADVANCE FINANCIAL,CONSUMER LENDING,35.820171,-84.266253
GET AUTO TITLE LOANS,CONSUMER LENDING,35.04054,-85.265149
CB FUNDING,CONSUMER LENDING,35.929829,-83.999695
BRANCH BANKING & TRUST CO,CONSUMER LENDING,35.738461,-83.993352
REPUBLIC FINANCE INC,CONSUMER LENDING,35.095625,-89.860075
STATE FINANCE CO,CONSUMER LENDING,35.596963,-89.631254
ADVANCE AMERICA,CONSUMER LENDING,36.812072,-76.1006
COVINGTON CREDIT CORP,CONSUMER LENDING,36.316184,-82.389379
FIRST VIRGINIA,CONSUMER LENDING,36.822283,-76.123962
EASY MONEY GROUP,CONSUMER LENDING,36.83482,-76.125159
ADVANCE AMERICA,CONSUMER LENDING,36.866552,-76.21309
FINFIT,CONSUMER LENDING,36.83482,-76.125159
SECURITY FINANCE,CONSUMER LENDING,35.658665,-88.418886
ONEMAIN FINANCIAL,CONSUMER LENDING,35.070913,-89.84382
TITLE MAX,CONSUMER LENDING,36.564842,-82.205939
JANET GRILLO-CMG FNCL MTG LOAN,CONSUMER LENDING,36.351823,-82.367922
INTERACTIVE FINANCIAL ACCPTNC,CONSUMER LENDING,37.534048,-77.433548
TITLE MAX,CONSUMER LENDING,36.820594,-76.12104
CASH-2-U,CONSUMER LENDING,37.602311,-77.45305
ADVANCE FINANCIAL,CONSUMER LENDING,35.567424,-89.646945
VIRGINIA COMMERCIAL FINANCE,CONSUMER LENDING,37.503616,-77.580876
WORLD FINANCE,CONSUMER LENDING,36.4126,-84.9234
BEACH COMMERCIAL FINANCE,CONSUMER LENDING,36.84806,-75.98506
ADVANCE AMERICA,CONSUMER LENDING,35.7803,-83.95126
ADVANCE AMERICA,CONSUMER LENDING,35.590286,-84.474846
ADVANCE AMERICA,CONSUMER LENDING,35.881222,-84.656906
ADVANCE AMERICA,CONSUMER LENDING,35.880656,-83.572684
ADVANCE AMERICA,CONSUMER LENDING,36.51544,-84.506673
TITLE MAX,CONSUMER LENDING,37.122763,-76.458244
TACHELLE PETERS-CMG FNCL MTG,CONSUMER LENDING,36.351823,-82.367922
REGIONAL FINANCE CORP,CONSUMER LENDING,36.179011,-82.777975
MONEY MART,CONSUMER LENDING,36.790618,-76.26079
SECURITY FINANCE,CONSUMER LENDING,35.935669,-84.549484
CHECK INTO CASH,CONSUMER LENDING,36.743079,-76.552229
FAST AUTO & PAYDAY LOANS,CONSUMER LENDING,36.843893,-76.122912
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.05905,-76.467037
CASH CO OF ERWIN,CONSUMER LENDING,36.158305,-82.403077
SECURITY FINANCE,CONSUMER LENDING,36.156709,-82.405193
NORTH STATE ACCEPTANCE,CONSUMER LENDING,36.844094,-76.137111
MARINER FINANCE,CONSUMER LENDING,36.008766,-84.020088
ACE CASH EXPRESS,CONSUMER LENDING,35.051861,-89.953575
TITLE MAX,CONSUMER LENDING,36.143096,-85.500592
LOAN MAX TITLE LOANS,CONSUMER LENDING,36.844107,-76.13918
REGIONAL ACCEPTANCE CORP,CONSUMER LENDING,36.846021,-76.288038
CHECK INTO CASH,CONSUMER LENDING,35.938003,-83.907627
COMMUNITY LOANS OF AMERICA,CONSUMER LENDING,35.98611,-83.894297
APEX BANK,CONSUMER LENDING,36.057621,-88.096254
ADVANCE AMERICA,CONSUMER LENDING,37.297394,-80.028877
FARM CREDIT MID-AMERICA ACA,CONSUMER LENDING,36.27959,-88.714663
NATIONAL CAPITAL MGMT LLC,CONSUMER LENDING,35.056615,-89.787821
SECURITY FINANCE,CONSUMER LENDING,35.908983,-84.111687
DAA FINANCING INC,CONSUMER LENDING,36.772291,-76.323317
SOUTHERN FINANCE CO,CONSUMER LENDING,36.6166,-82.5623
SOUTHERN FINANCE & THRIFT CORP,CONSUMER LENDING,36.174422,-82.810348
EAST TENNESSEE DEVELOPMENT,CONSUMER LENDING,35.782766,-83.987119
INDIAN RIVER FINANCE LLC,CONSUMER LENDING,36.818554,-76.216045
PIONEER FINANCE LLC,CONSUMER LENDING,36.7988,-76.1804
WORLD FINANCE,CONSUMER LENDING,35.769328,-89.537026
CHECK ADVANCE,CONSUMER LENDING,35.923024,-84.092834
EAGLE CREDIT LLC,CONSUMER LENDING,36.155385,-85.502183
CASH EXPRESS,CONSUMER LENDING,35.708245,-88.854166
CHECK INTO CASH,CONSUMER LENDING,35.991461,-83.921363
US MONEY SHOPS,CONSUMER LENDING,35.600105,-84.454849
ADVANCE AMERICA,CONSUMER LENDING,36.956375,-76.603821
SECURITY FINANCE,CONSUMER LENDING,36.056181,-89.402252
ACE CASH EXPRESS,CONSUMER LENDING,36.841534,-76.097472
ADVANCE AMERICA,CONSUMER LENDING,36.010614,-83.92438
CYPRUS FINANCE CO,CONSUMER LENDING,36.84451,-76.151762
COVINGTON CREDIT CORP,CONSUMER LENDING,35.582415,-89.643003
ADVANCE AMERICA,CONSUMER LENDING,35.859754,-83.566558
ALCOA TENN FEDERAL CU,CONSUMER LENDING,35.741237,-83.99799
CHECK INTO CASH,CONSUMER LENDING,36.049076,-89.406105
ADVANCE AMERICA,CONSUMER LENDING,36.743114,-76.581863
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,36.056181,-89.402252
SECURITY FINANCE,CONSUMER LENDING,35.94558,-85.48627
ACE CASH EXPRESS,CONSUMER LENDING,32.705789,-97.059773
ONEMAIN FINANCIAL,CONSUMER LENDING,35.832998,-88.899695
ONEMAIN FINANCIAL,CONSUMER LENDING,36.91515,-76.252708
FIRST VIRGINIA,CONSUMER LENDING,37.317191,-79.95515
NORRIS COMMERCIAL CAPITAL,CONSUMER LENDING,35.9626,-83.9167
CHECK INTO CASH,CONSUMER LENDING,36.941303,-82.604591
ONEMAIN FINANCIAL,CONSUMER LENDING,37.137234,-76.520676
CHECK INTO CASH,CONSUMER LENDING,35.203265,-89.783675
ONEMAIN FINANCIAL,CONSUMER LENDING,36.842616,-76.113398
WORLD FINANCE,CONSUMER LENDING,35.925965,-84.049829
LOAN SMART,CONSUMER LENDING,36.914308,-76.236858
OMNI MILITARY LOANS,CONSUMER LENDING,37.258018,-77.326431
CHECK INTO CASH,CONSUMER LENDING,36.953629,-76.60247
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.2059,-77.382805
ONEMAIN FINANCIAL,CONSUMER LENDING,36.866605,-76.21111
WORLD FINANCE,CONSUMER LENDING,35.106026,-89.892975
SECURITY FINANCE,CONSUMER LENDING,35.25673,-88.988219
ONEMAIN FINANCIAL,CONSUMER LENDING,37.182847,-77.367069
SERVICE LOAN & TAX,CONSUMER LENDING,36.010614,-83.92438
TENNESSEE TITLE LOANS,CONSUMER LENDING,36.0017,-83.975246
TITLE MAX,CONSUMER LENDING,36.81406,-76.357848
ONEMAIN FINANCIAL,CONSUMER LENDING,37.697735,-75.719727
COVINGTON CREDIT CORP,CONSUMER LENDING,35.958006,-85.044726
CREDITCENTRAL,CONSUMER LENDING,35.957497,-85.034487
ONEMAIN FINANCIAL,CONSUMER LENDING,35.15303,-89.794411
REGIONAL FINANCE CORP,CONSUMER LENDING,36.220274,-83.281776
CASH EXPRESS,CONSUMER LENDING,35.162139,-88.583586
,CONSUMER LENDING,37.058927,-76.397882
TITLE MAX,CONSUMER LENDING,36.701118,-77.547157
FARMERS & MINERS BANK,CONSUMER LENDING,36.976687,-82.577322
HEIGHTS FINANCE CORP,CONSUMER LENDING,35.893333,-84.620766
SECURITY FINANCE,CONSUMER LENDING,35.971808,-85.03765
3 D FINANCIAL,CONSUMER LENDING,35.968573,-85.037406
FIRST CHECK LLC,CONSUMER LENDING,35.049646,-89.866898
LENDMARK FINANCIAL SVC,CONSUMER LENDING,35.76648,-83.98877
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.131163,-76.533605
CHECK INTO CASH,CONSUMER LENDING,36.809944,-76.367554
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.238624,-79.967419
MINUTE LOAN CTR,CONSUMER LENDING,36.83482,-76.125159
UNITED FUNDING CORP,CONSUMER LENDING,36.839813,-76.099796
DANNY'S AUTO LOANS,CONSUMER LENDING,37.132298,-80.377602
ATLANTIC CREDIT & FINANCE INC,CONSUMER LENDING,37.2786,-79.9341
CAR CREDIT APPROVALS USED CARS,CONSUMER LENDING,36.759314,-76.585328
WORLD FINANCE,CONSUMER LENDING,36.382734,-85.324032
MARINER FINANCE,CONSUMER LENDING,35.93172,-84.55449
COVINGTON CREDIT CORP,CONSUMER LENDING,35.592847,-89.240481
MGL ASSOCIATES INC,CONSUMER LENDING,36.85416,-76.189316
FIRST VIRGINIA,CONSUMER LENDING,37.04087,-76.303805
ACE CASH EXPRESS,CONSUMER LENDING,35.218161,-90.003024
TITLE MAX,CONSUMER LENDING,35.938515,-83.908905
ACE CASH EXPRESS,CONSUMER LENDING,35.05061,-89.869591
CREDITCENTRAL,CONSUMER LENDING,36.439219,-83.605939
ADVANCE FINANCIAL,CONSUMER LENDING,36.595614,-82.212061
ADVANCE FINANCIAL,CONSUMER LENDING,36.31394,-82.376969
ADVANCE FINANCIAL,CONSUMER LENDING,36.542025,-82.231911
LOANSMART,CONSUMER LENDING,37.05905,-76.467037
CASH FLASH CHECK ADVANCE,CONSUMER LENDING,35.020767,-89.83226
WORLD FINANCE,CONSUMER LENDING,35.981539,-83.901686
CITY CASH INC,CONSUMER LENDING,35.063159,-89.885929
CHECK INTO CASH,CONSUMER LENDING,35.085457,-85.192214
CREDITCENTRAL,CONSUMER LENDING,35.76443,-83.98101
TITLE MAX,CONSUMER LENDING,35.972046,-83.207542
ACE CASH EXPRESS,CONSUMER LENDING,35.18396,-89.931358
E Z CASH,CONSUMER LENDING,35.054358,-90.023509
FIRST VIRGINIA,CONSUMER LENDING,37.18843,-77.369663
TITLE MAX,CONSUMER LENDING,37.03408,-76.416471
AMERICAN TITLE LOANS,CONSUMER LENDING,35.939214,-83.908576
SMARTBANK LOAN PRODUCTION OFC,CONSUMER LENDING,36.208051,-83.297123
FAST AUTO LOANS,CONSUMER LENDING,37.042012,-76.428411
MAC COMMERCIAL FINANCING,CONSUMER LENDING,35.340188,-89.754276
EQUITY TRANSFER,CONSUMER LENDING,35.06971,-89.943565
CHECK INTO CASH,CONSUMER LENDING,37.518799,-77.353149
ADVANCE FINANCIAL,CONSUMER LENDING,35.834021,-88.912848
FAST AUTO & PAYDAY LOANS,CONSUMER LENDING,36.63271,-82.120728
MARINER FINANCE,CONSUMER LENDING,36.056181,-89.402252
OPPORTUNITY FUNDING INC,CONSUMER LENDING,37.077799,-76.466388
REGIONAL FINANCE,CONSUMER LENDING,37.247445,-77.384796
JACKSON CREDIT,CONSUMER LENDING,35.662771,-88.8492
WORLD ACCEPTANCE,CONSUMER LENDING,36.117622,-84.116234
SECURITY FINANCE,CONSUMER LENDING,36.383846,-85.323357
SPEEDEE CASH,CONSUMER LENDING,35.591086,-87.047266
CHECK INTO CASH,CONSUMER LENDING,36.668879,-76.953638
BANK OF DAMASCUS,CONSUMER LENDING,36.6356,-81.7527
EASYMONEY CASH CENTERS,CONSUMER LENDING,35.012218,-85.213636
ADVANCE AMERICA,CONSUMER LENDING,35.932107,-83.90278
ONEMAIN FINANCIAL,CONSUMER LENDING,36.2237,-83.3106
TITLE CASH,CONSUMER LENDING,35.258507,-89.004953
ONEMAIN FINANCIAL,CONSUMER LENDING,36.707072,-77.545045
ONEMAIN FINANCIAL,CONSUMER LENDING,37.03328,-76.415462
COVINGTON CREDIT CORP,CONSUMER LENDING,36.517864,-84.504539
AMERICAN CASH ADVANCE & TITLE,CONSUMER LENDING,35.046246,-89.795076
GOLDEN TITLE LOAN,CONSUMER LENDING,35.194077,-89.896845
ONEMAIN FINANCIAL,CONSUMER LENDING,37.147987,-80.586792
CHECK INTO CASH,CONSUMER LENDING,35.816272,-83.577695
ONEMAIN FINANCIAL,CONSUMER LENDING,36.055441,-89.402661
TITLE MAX,CONSUMER LENDING,35.815691,-84.265016
ADVANCE AMERICA,CONSUMER LENDING,35.544097,-89.662257
WORLD FINANCE,CONSUMER LENDING,35.972107,-83.207496
REGIONAL FINANCE CORP,CONSUMER LENDING,35.051123,-89.815247
A H GREENTREE LLC,CONSUMER LENDING,36.74332,-76.225822
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.028584,-76.427135
FAST AUTO LOANS,CONSUMER LENDING,36.841992,-76.054979
ABLE MORTGAGE CO,CONSUMER LENDING,35.136572,-90.017319
COMMUNITY LOANS OF AMERICA,CONSUMER LENDING,35.809712,-83.983651
CASH EXPRESS,CONSUMER LENDING,36.30253,-82.458363
EAGLE FINANCE,CONSUMER LENDING,36.551304,-82.530989
SUNBELT CREDIT,CONSUMER LENDING,36.349817,-82.224089
ACE CASH EXPRESS,CONSUMER LENDING,35.108777,-90.021163
SHENA COLE-CMG FNCL MTG LOAN,CONSUMER LENDING,35.8763,-84.1001
CASHMASTER,CONSUMER LENDING,36.060451,-89.395439
VIRGINIA GOVERNMENT FINANCE,CONSUMER LENDING,37.271136,-79.94491
WORLD FINANCE,CONSUMER LENDING,36.06399,-89.390387
ONEMAIN FINANCIAL,CONSUMER LENDING,35.256112,-88.991482
